date,EMPLOYED.ACT.FEMALES,EMPLOYED.ACT.MALES,EMPLOYED.ACT.PERSONS,EMPLOYED.AUS.ADULT.FEMALES.FT,EMPLOYED.AUS.ADULT.MALES.FT,EMPLOYED.AUS.FEMALES,EMPLOYED.AUS.FEMALES.PT,EMPLOYED.AUS.JUNIOR.FEMALES.FT,EMPLOYED.AUS.JUNIOR.MALES.FT,EMPLOYED.AUS.MALES,EMPLOYED.AUS.MALES.PT,EMPLOYED.AUS.PERSONS,EMPLOYED.NSW.FEMALES,EMPLOYED.NSW.MALES,EMPLOYED.NSW.PERSONS,EMPLOYED.NT.FEMALES,EMPLOYED.NT.MALES,EMPLOYED.NT.PERSONS,EMPLOYED.QLD.FEMALES,EMPLOYED.QLD.MALES,EMPLOYED.QLD.PERSONS,EMPLOYED.SA.FEMALES,EMPLOYED.SA.MALES,EMPLOYED.SA.PERSONS,EMPLOYED.TAS.FEMALES,EMPLOYED.TAS.MALES,EMPLOYED.TAS.PERSONS,EMPLOYED.VIC.FEMALES,EMPLOYED.VIC.MALES,EMPLOYED.VIC.PERSONS,EMPLOYED.WA.FEMALES,EMPLOYED.WA.MALES,EMPLOYED.WA.PERSONS
01-Jun-06,0.000117342,0.000109766,4.08E-05,2.07E-05,1.22E-05,1.21E-05,2.28E-05,1.63E-05,2.70E-05,9.97E-06,3.39E-05,4.87E-06,5.39E-05,4.31E-05,1.90E-05,0.001585163,0.001491823,0.001154839,5.87E-05,4.80E-05,2.39E-05,8.64E-05,7.19E-05,3.40E-05,0.000148024,0.000126031,5.92E-05,3.53E-05,2.97E-05,1.73E-05,7.55E-05,5.60E-05,2.58E-05
01-Jul-06,0.000115282,0.000109263,4.03E-05,2.06E-05,1.21E-05,1.21E-05,2.31E-05,1.96E-05,2.70E-05,9.89E-06,3.40E-05,4.84E-06,5.43E-05,4.24E-05,1.89E-05,0.001581284,0.001507829,0.001160452,5.77E-05,4.77E-05,2.36E-05,8.65E-05,7.10E-05,3.37E-05,0.000145892,0.000127466,5.91E-05,3.53E-05,2.96E-05,1.72E-05,7.55E-05,5.54E-05,2.56E-05
01-Aug-06,0.000112742,0.00010772,3.94E-05,2.07E-05,1.22E-05,1.22E-05,2.30E-05,1.82E-05,2.59E-05,9.97E-06,3.40E-05,4.88E-06,5.46E-05,4.31E-05,1.91E-05,0.001594233,0.001517126,0.001169341,5.76E-05,4.80E-05,2.36E-05,8.67E-05,7.15E-05,3.39E-05,0.000150823,0.000129317,6.08E-05,3.55E-05,2.97E-05,1.73E-05,7.60E-05,5.60E-05,2.59E-05
01-Sep-06,0.000112813,0.000103867,3.85E-05,2.00E-05,1.19E-05,1.19E-05,2.31E-05,1.82E-05,2.67E-05,9.81E-06,3.41E-05,4.76E-06,5.31E-05,4.22E-05,1.86E-05,0.001579173,0.001499079,0.001155841,5.56E-05,4.72E-05,2.30E-05,8.47E-05,7.10E-05,3.33E-05,0.000150991,0.000127532,6.03E-05,3.50E-05,2.93E-05,1.70E-05,7.43E-05,5.52E-05,2.53E-05
01-Oct-06,0.000113992,0.000105862,3.92E-05,2.05E-05,1.21E-05,1.21E-05,2.29E-05,1.91E-05,2.67E-05,9.85E-06,3.36E-05,4.81E-06,5.40E-05,4.24E-05,1.88E-05,0.001578475,0.001489745,0.001151472,5.70E-05,4.72E-05,2.33E-05,8.56E-05,7.04E-05,3.33E-05,0.000149206,0.000127589,5.99E-05,3.52E-05,2.95E-05,1.72E-05,7.60E-05,5.54E-05,2.57E-05
01-Nov-06,0.000113824,0.000107663,3.96E-05,2.03E-05,1.21E-05,1.20E-05,2.31E-05,1.82E-05,2.64E-05,9.88E-06,3.40E-05,4.82E-06,5.41E-05,4.24E-05,1.88E-05,0.00160493,0.001491892,0.001162008,5.70E-05,4.73E-05,2.33E-05,8.41E-05,7.19E-05,3.34E-05,0.000150289,0.00012861,6.05E-05,3.53E-05,2.97E-05,1.73E-05,7.44E-05,5.51E-05,2.53E-05
01-Dec-06,0.000113568,0.00010568,3.91E-05,2.00E-05,1.19E-05,1.18E-05,2.30E-05,2.02E-05,2.83E-05,9.66E-06,3.37E-05,4.69E-06,5.26E-05,4.13E-05,1.82E-05,0.001579075,0.001488827,0.001151285,5.65E-05,4.60E-05,2.28E-05,8.30E-05,7.04E-05,3.28E-05,0.000149219,0.000123347,5.87E-05,3.47E-05,2.91E-05,1.69E-05,7.30E-05,5.45E-05,2.48E-05
01-Jan-07,0.000118539,0.000108182,4.07E-05,2.04E-05,1.20E-05,1.22E-05,2.35E-05,2.05E-05,2.82E-05,9.87E-06,3.43E-05,4.84E-06,5.49E-05,4.26E-05,1.90E-05,0.001597291,0.001506564,0.001165818,5.81E-05,4.68E-05,2.34E-05,8.66E-05,7.26E-05,3.42E-05,0.000150514,0.000125158,5.95E-05,3.53E-05,2.96E-05,1.72E-05,7.48E-05,5.54E-05,2.54E-05
01-Feb-07,0.000119264,0.000105405,4.02E-05,2.02E-05,1.19E-05,1.20E-05,2.33E-05,1.94E-05,2.77E-05,9.76E-06,3.42E-05,4.77E-06,5.45E-05,4.22E-05,1.88E-05,0.001590411,0.001501653,0.001161119,5.69E-05,4.63E-05,2.30E-05,8.53E-05,7.13E-05,3.35E-05,0.000155362,0.000125094,6.05E-05,3.48E-05,2.92E-05,1.70E-05,7.27E-05,5.48E-05,2.49E-05
01-Mar-07,0.000117836,0.00010658,4.02E-05,2.03E-05,1.19E-05,1.19E-05,2.28E-05,1.81E-05,2.78E-05,9.69E-06,3.38E-05,4.72E-06,5.41E-05,4.18E-05,1.86E-05,0.001599341,0.001481209,0.001155167,5.63E-05,4.58E-05,2.27E-05,8.59E-05,7.19E-05,3.38E-05,0.000150644,0.000122481,5.87E-05,3.45E-05,2.91E-05,1.68E-05,7.25E-05,5.43E-05,2.47E-05
01-Apr-07,0.000116779,0.000104042,3.93E-05,2.04E-05,1.19E-05,1.19E-05,2.27E-05,1.88E-05,2.84E-05,9.66E-06,3.37E-05,4.72E-06,5.41E-05,4.17E-05,1.86E-05,0.001604723,0.001491833,0.001161907,5.62E-05,4.58E-05,2.26E-05,8.61E-05,7.15E-05,3.38E-05,0.000150224,0.000122187,5.85E-05,3.44E-05,2.90E-05,1.68E-05,7.33E-05,5.39E-05,2.47E-05
01-May-07,0.000116634,0.000104806,3.95E-05,2.01E-05,1.18E-05,1.18E-05,2.28E-05,1.78E-05,2.79E-05,9.65E-06,3.39E-05,4.69E-06,5.29E-05,4.17E-05,1.84E-05,0.001571353,0.001482139,0.001145497,5.62E-05,4.57E-05,2.26E-05,8.55E-05,7.08E-05,3.34E-05,0.000150598,0.000120616,5.81E-05,3.45E-05,2.89E-05,1.68E-05,7.13E-05,5.42E-05,2.44E-05
01-Jun-07,0.000116438,0.000104108,3.93E-05,2.03E-05,1.18E-05,1.18E-05,2.26E-05,1.83E-05,2.73E-05,9.60E-06,3.36E-05,4.67E-06,5.31E-05,4.13E-05,1.83E-05,0.001554977,0.001471042,0.00113459,5.56E-05,4.56E-05,2.24E-05,8.55E-05,7.11E-05,3.35E-05,0.000154007,0.0001216,5.92E-05,3.46E-05,2.89E-05,1.68E-05,7.18E-05,5.36E-05,2.43E-05
01-Jul-07,0.000117482,0.000102051,3.90E-05,2.01E-05,1.17E-05,1.18E-05,2.28E-05,1.87E-05,2.89E-05,9.57E-06,3.39E-05,4.66E-06,5.34E-05,4.12E-05,1.83E-05,0.001559381,0.001459742,0.001131182,5.58E-05,4.57E-05,2.25E-05,8.56E-05,7.12E-05,3.35E-05,0.000151971,0.000120771,5.85E-05,3.44E-05,2.87E-05,1.67E-05,7.08E-05,5.31E-05,2.40E-05
01-Aug-07,0.000117455,0.000101745,3.89E-05,2.02E-05,1.18E-05,1.18E-05,2.27E-05,1.86E-05,2.75E-05,9.64E-06,3.38E-05,4.69E-06,5.37E-05,4.17E-05,1.85E-05,0.001562747,0.001457063,0.001131192,5.58E-05,4.59E-05,2.26E-05,8.47E-05,7.03E-05,3.31E-05,0.000153369,0.000122465,5.93E-05,3.46E-05,2.90E-05,1.68E-05,7.01E-05,5.39E-05,2.41E-05
01-Sep-07,0.000116612,0.000103354,3.91E-05,1.98E-05,1.16E-05,1.16E-05,2.26E-05,1.95E-05,2.73E-05,9.51E-06,3.39E-05,4.58E-06,5.17E-05,4.08E-05,1.79E-05,0.001553928,0.00144435,0.001122312,5.44E-05,4.51E-05,2.20E-05,8.26E-05,7.07E-05,3.27E-05,0.000147171,0.000122314,5.79E-05,3.42E-05,2.86E-05,1.66E-05,6.97E-05,5.33E-05,2.38E-05
01-Oct-07,0.000119544,0.000102658,3.96E-05,1.99E-05,1.17E-05,1.17E-05,2.26E-05,1.89E-05,2.79E-05,9.57E-06,3.39E-05,4.62E-06,5.26E-05,4.12E-05,1.82E-05,0.001551853,0.0014441,0.001121459,5.49E-05,4.53E-05,2.22E-05,8.30E-05,7.10E-05,3.29E-05,0.000150912,0.000121252,5.84E-05,3.41E-05,2.88E-05,1.67E-05,7.02E-05,5.30E-05,2.38E-05
01-Nov-07,0.000121907,0.000107471,4.09E-05,1.92E-05,1.13E-05,1.13E-05,2.20E-05,1.84E-05,2.64E-05,9.26E-06,3.28E-05,4.47E-06,5.09E-05,4.05E-05,1.77E-05,0.001431029,0.001344081,0.001039463,5.40E-05,4.48E-05,2.19E-05,8.40E-05,7.00E-05,3.28E-05,0.000147142,0.000119484,5.71E-05,3.69E-05,3.11E-05,1.80E-05,7.29E-05,5.42E-05,2.46E-05
01-Dec-07,0.000122814,0.000108132,4.10E-05,1.83E-05,1.09E-05,1.08E-05,2.13E-05,2.05E-05,2.78E-05,8.81E-06,3.16E-05,4.24E-06,4.89E-05,3.87E-05,1.69E-05,0.001319062,0.001258267,0.00096578,5.32E-05,4.34E-05,2.13E-05,8.30E-05,6.94E-05,3.24E-05,0.00014473,0.000116584,5.58E-05,3.90E-05,3.31E-05,1.91E-05,7.26E-05,5.46E-05,2.45E-05
01-Jan-08,0.000129008,0.000115748,4.38E-05,1.80E-05,1.06E-05,1.07E-05,2.11E-05,2.03E-05,2.75E-05,8.63E-06,3.07E-05,4.20E-06,4.88E-05,3.83E-05,1.69E-05,0.001256579,0.001179844,0.00091272,5.46E-05,4.36E-05,2.18E-05,8.83E-05,7.12E-05,3.40E-05,0.000146006,0.000115398,5.58E-05,4.31E-05,3.58E-05,2.09E-05,7.59E-05,5.68E-05,2.56E-05
01-Feb-08,0.000129738,0.000118321,4.42E-05,1.72E-05,1.02E-05,1.02E-05,2.02E-05,1.82E-05,2.63E-05,8.30E-06,2.98E-05,4.01E-06,4.69E-05,3.69E-05,1.62E-05,0.0012061,0.001121388,0.000872115,5.25E-05,4.28E-05,2.11E-05,8.67E-05,7.12E-05,3.36E-05,0.000147924,0.000116372,5.66E-05,4.60E-05,3.86E-05,2.24E-05,7.87E-05,5.80E-05,2.63E-05
01-Mar-08,0.000135479,0.000125376,4.65E-05,1.70E-05,1.00E-05,9.90E-06,1.92E-05,1.67E-05,2.50E-05,8.09E-06,2.86E-05,3.90E-06,4.68E-05,3.70E-05,1.61E-05,0.001036634,0.000980616,0.000756189,5.12E-05,4.21E-05,2.06E-05,8.73E-05,7.13E-05,3.37E-05,0.000145664,0.000115583,5.59E-05,4.95E-05,4.19E-05,2.42E-05,8.77E-05,6.54E-05,2.95E-05
01-Apr-08,0.000135749,0.000127287,4.66E-05,1.67E-05,9.78E-06,9.63E-06,1.86E-05,1.55E-05,2.43E-05,7.90E-06,2.80E-05,3.80E-06,4.55E-05,3.61E-05,1.57E-05,0.000970412,0.000913904,0.000705348,5.45E-05,4.50E-05,2.20E-05,9.21E-05,7.42E-05,3.53E-05,0.00014166,0.000115269,5.48E-05,5.47E-05,4.62E-05,2.67E-05,8.95E-05,6.80E-05,3.03E-05
01-May-08,0.000143387,0.000129187,4.82E-05,1.60E-05,9.45E-06,9.32E-06,1.81E-05,1.51E-05,2.34E-05,7.64E-06,2.71E-05,3.68E-06,4.50E-05,3.53E-05,1.55E-05,0.000930315,0.000882362,0.000679236,5.28E-05,4.46E-05,2.16E-05,9.22E-05,7.63E-05,3.59E-05,0.000139857,0.000114041,5.41E-05,5.92E-05,4.95E-05,2.87E-05,9.31E-05,7.09E-05,3.16E-05
01-Jun-08,0.000148367,0.000134947,5.01E-05,1.55E-05,9.06E-06,8.97E-06,1.73E-05,1.46E-05,2.25E-05,7.33E-06,2.61E-05,3.52E-06,4.34E-05,3.40E-05,1.49E-05,0.000878687,0.000831748,0.000640222,5.23E-05,4.34E-05,2.12E-05,9.34E-05,7.56E-05,3.59E-05,0.000140155,0.000113948,5.42E-05,6.33E-05,5.34E-05,3.09E-05,9.71E-05,7.29E-05,3.27E-05
01-Jul-08,0.000192386,0.000179673,6.59E-05,2.23E-05,1.31E-05,1.31E-05,2.58E-05,2.08E-05,3.39E-05,1.07E-05,3.89E-05,5.14E-06,5.74E-05,4.51E-05,1.98E-05,0.001122617,0.001053893,0.000814964,6.80E-05,5.69E-05,2.76E-05,0.000123101,9.73E-05,4.66E-05,0.000191927,0.000145012,7.13E-05,8.30E-05,7.01E-05,4.05E-05,0.000125673,9.36E-05,4.19E-05
01-Aug-08,0.000194924,0.000178913,6.62E-05,2.25E-05,1.31E-05,1.31E-05,2.55E-05,1.93E-05,3.29E-05,1.08E-05,3.89E-05,5.18E-06,5.83E-05,4.60E-05,2.02E-05,0.001112593,0.001051135,0.00081009,6.75E-05,5.72E-05,2.76E-05,0.000123717,9.83E-05,4.70E-05,0.00018754,0.000141443,6.94E-05,8.30E-05,7.06E-05,4.07E-05,0.000125597,9.24E-05,4.15E-05
01-Sep-08,0.000192138,0.000175809,6.49E-05,2.21E-05,1.30E-05,1.29E-05,2.57E-05,2.16E-05,3.23E-05,1.06E-05,3.87E-05,5.08E-06,5.68E-05,4.48E-05,1.96E-05,0.001104007,0.001044504,0.000804027,6.71E-05,5.64E-05,2.72E-05,0.00011827,9.85E-05,4.59E-05,0.000183969,0.00014249,6.90E-05,8.28E-05,6.98E-05,4.03E-05,0.000123707,9.22E-05,4.11E-05
01-Oct-08,0.000192652,0.0001769,6.53E-05,2.27E-05,1.31E-05,1.30E-05,2.51E-05,1.96E-05,3.18E-05,1.07E-05,3.84E-05,5.11E-06,5.79E-05,4.53E-05,1.99E-05,0.001102507,0.001033618,0.000798672,6.76E-05,5.63E-05,2.73E-05,0.000120735,9.87E-05,4.65E-05,0.000181064,0.000143979,6.88E-05,8.25E-05,7.02E-05,4.04E-05,0.000123799,9.04E-05,4.06E-05
01-Nov-08,0.000195058,0.000176979,6.58E-05,2.24E-05,1.31E-05,1.31E-05,2.55E-05,2.05E-05,3.08E-05,1.07E-05,3.88E-05,5.14E-06,5.75E-05,4.58E-05,2.00E-05,0.001120729,0.001058162,0.000816166,6.77E-05,5.65E-05,2.74E-05,0.000120074,9.78E-05,4.61E-05,0.000184857,0.000147247,7.06E-05,8.29E-05,7.05E-05,4.06E-05,0.000125001,9.22E-05,4.14E-05
01-Dec-08,0.000193895,0.000171918,6.43E-05,2.23E-05,1.30E-05,1.28E-05,2.51E-05,2.19E-05,3.34E-05,1.06E-05,3.85E-05,5.04E-06,5.65E-05,4.47E-05,1.95E-05,0.001123089,0.001039128,0.000808499,6.67E-05,5.63E-05,2.71E-05,0.000119749,9.77E-05,4.60E-05,0.000183676,0.000145725,6.99E-05,8.17E-05,6.99E-05,4.01E-05,0.000120213,8.91E-05,3.96E-05
01-Jan-09,0.000200238,0.000178127,6.71E-05,2.22E-05,1.32E-05,1.32E-05,2.61E-05,2.08E-05,3.31E-05,1.08E-05,3.89E-05,5.19E-06,5.77E-05,4.60E-05,2.01E-05,0.001122968,0.001037816,0.00080786,6.87E-05,5.73E-05,2.79E-05,0.000122498,0.000100697,4.75E-05,0.000186215,0.000145404,7.03E-05,8.29E-05,7.10E-05,4.07E-05,0.000127269,9.27E-05,4.19E-05
01-Feb-09,0.000197012,0.00017725,6.63E-05,2.23E-05,1.32E-05,1.30E-05,2.54E-05,2.07E-05,3.17E-05,1.08E-05,3.86E-05,5.13E-06,5.72E-05,4.59E-05,1.99E-05,0.001122035,0.001038206,0.000807708,6.74E-05,5.64E-05,2.73E-05,0.000118896,0.000100087,4.65E-05,0.000180581,0.000145645,6.92E-05,8.23E-05,7.06E-05,4.05E-05,0.000123568,9.36E-05,4.15E-05
01-Mar-09,0.000193486,0.000183574,6.70E-05,2.25E-05,1.34E-05,1.30E-05,2.51E-05,2.05E-05,3.00E-05,1.08E-05,3.77E-05,5.13E-06,5.71E-05,4.59E-05,1.99E-05,0.001118517,0.001033785,0.000804459,6.76E-05,5.63E-05,2.73E-05,0.000118221,0.000101331,4.67E-05,0.000179229,0.000150724,7.04E-05,8.24E-05,7.05E-05,4.05E-05,0.000122359,9.37E-05,4.13E-05
01-Apr-09,0.000192397,0.000179671,6.59E-05,2.25E-05,1.33E-05,1.29E-05,2.51E-05,2.19E-05,3.08E-05,1.08E-05,3.80E-05,5.12E-06,5.63E-05,4.57E-05,1.97E-05,0.001098695,0.001022566,0.000792366,6.75E-05,5.65E-05,2.74E-05,0.00011576,0.000101471,4.62E-05,0.000182678,0.000152545,7.17E-05,8.32E-05,7.03E-05,4.06E-05,0.000123965,9.28E-05,4.14E-05
01-May-09,0.00019561,0.000184031,6.76E-05,2.23E-05,1.34E-05,1.29E-05,2.51E-05,2.00E-05,2.95E-05,1.08E-05,3.77E-05,5.13E-06,5.65E-05,4.61E-05,1.99E-05,0.001085999,0.001019618,0.000786493,6.73E-05,5.69E-05,2.74E-05,0.000115932,0.000101282,4.62E-05,0.000182297,0.000151694,7.14E-05,8.24E-05,7.06E-05,4.05E-05,0.000123025,9.25E-05,4.11E-05
01-Jun-09,0.000197821,0.000178848,6.68E-05,2.25E-05,1.34E-05,1.29E-05,2.49E-05,1.91E-05,2.89E-05,1.08E-05,3.77E-05,5.14E-06,5.65E-05,4.58E-05,1.98E-05,0.001085952,0.001007244,0.000780947,6.75E-05,5.72E-05,2.76E-05,0.000117397,0.000101483,4.66E-05,0.000180399,0.000153632,7.15E-05,8.21E-05,7.07E-05,4.05E-05,0.000125645,9.44E-05,4.22E-05
01-Jul-09,0.000196611,0.000178893,6.66E-05,2.24E-05,1.33E-05,1.29E-05,2.51E-05,2.07E-05,2.91E-05,1.07E-05,3.76E-05,5.11E-06,5.64E-05,4.50E-05,1.95E-05,0.001119892,0.001021363,0.000799241,6.80E-05,5.64E-05,2.74E-05,0.000118155,0.000101827,4.69E-05,0.000176109,0.000154862,7.09E-05,8.15E-05,7.04E-05,4.02E-05,0.000126116,9.49E-05,4.24E-05
01-Aug-09,0.000193614,0.000181155,6.65E-05,2.29E-05,1.34E-05,1.31E-05,2.49E-05,1.90E-05,2.78E-05,1.08E-05,3.77E-05,5.18E-06,5.77E-05,4.60E-05,2.01E-05,0.001113249,0.001019881,0.000796262,6.80E-05,5.70E-05,2.76E-05,0.000121105,0.000102579,4.77E-05,0.000185469,0.000158772,7.41E-05,8.24E-05,7.05E-05,4.04E-05,0.000125744,9.42E-05,4.21E-05
01-Sep-09,0.000174281,0.000166612,6.02E-05,2.06E-05,1.22E-05,1.19E-05,2.32E-05,1.76E-05,2.65E-05,9.88E-06,3.50E-05,4.70E-06,5.20E-05,4.18E-05,1.81E-05,0.001038595,0.0009586,0.000745754,6.20E-05,5.21E-05,2.51E-05,0.000108144,9.18E-05,4.24E-05,0.000164674,0.000143362,6.60E-05,7.53E-05,6.47E-05,3.70E-05,0.000117675,8.59E-05,3.88E-05
01-Oct-09,0.000170797,0.000153718,5.75E-05,1.96E-05,1.15E-05,1.11E-05,2.13E-05,1.74E-05,2.47E-05,9.24E-06,3.22E-05,4.40E-06,4.94E-05,3.93E-05,1.71E-05,0.000972557,0.000892043,0.000695438,5.78E-05,4.90E-05,2.36E-05,0.000101596,8.67E-05,4.00E-05,0.000157931,0.000136397,6.33E-05,6.98E-05,6.00E-05,3.43E-05,0.000108956,7.97E-05,3.60E-05
01-Nov-09,0.000156209,0.000143765,5.30E-05,1.82E-05,1.07E-05,1.04E-05,2.02E-05,1.65E-05,2.26E-05,8.69E-06,3.05E-05,4.13E-06,4.60E-05,3.72E-05,1.61E-05,0.000913036,0.000846205,0.000656506,5.47E-05,4.62E-05,2.23E-05,9.60E-05,8.05E-05,3.74E-05,0.000148496,0.000128288,5.96E-05,6.51E-05,5.60E-05,3.20E-05,0.000101739,7.52E-05,3.38E-05
01-Dec-09,0.000143715,0.000132021,4.85E-05,1.70E-05,9.98E-06,9.67E-06,1.88E-05,1.71E-05,2.34E-05,8.00E-06,2.84E-05,3.80E-06,4.27E-05,3.39E-05,1.47E-05,0.000866996,0.000802608,0.000623033,5.02E-05,4.27E-05,2.05E-05,9.12E-05,7.38E-05,3.48E-05,0.000137736,0.000116972,5.45E-05,6.06E-05,5.20E-05,2.97E-05,9.27E-05,6.88E-05,3.07E-05
01-Jan-10,0.000149576,0.000135181,5.04E-05,1.72E-05,1.01E-05,9.92E-06,1.93E-05,1.74E-05,2.24E-05,8.11E-06,2.85E-05,3.89E-06,4.38E-05,3.47E-05,1.52E-05,0.000884558,0.000811471,0.000633221,5.24E-05,4.35E-05,2.12E-05,9.19E-05,7.39E-05,3.50E-05,0.000140361,0.000117057,5.51E-05,6.17E-05,5.23E-05,3.01E-05,9.63E-05,7.00E-05,3.17E-05
01-Feb-10,0.000141772,0.000133067,4.83E-05,1.72E-05,9.98E-06,9.83E-06,1.89E-05,1.58E-05,2.27E-05,8.06E-06,2.87E-05,3.85E-06,4.37E-05,3.41E-05,1.50E-05,0.000895976,0.000817523,0.000639962,5.13E-05,4.31E-05,2.08E-05,9.02E-05,7.41E-05,3.47E-05,0.00013762,0.000118483,5.49E-05,6.17E-05,5.22E-05,3.01E-05,9.37E-05,7.00E-05,3.12E-05
01-Mar-10,0.000137815,0.000133095,4.75E-05,1.72E-05,1.01E-05,9.76E-06,1.87E-05,1.41E-05,2.22E-05,8.05E-06,2.82E-05,3.83E-06,4.33E-05,3.42E-05,1.49E-05,0.000888207,0.000821242,0.00063896,5.10E-05,4.27E-05,2.07E-05,9.09E-05,7.45E-05,3.50E-05,0.000132301,0.000119029,5.39E-05,6.11E-05,5.24E-05,3.00E-05,9.35E-05,6.99E-05,3.11E-05
01-Apr-10,0.000139166,0.000134647,4.81E-05,1.72E-05,1.00E-05,9.78E-06,1.88E-05,1.44E-05,2.28E-05,8.02E-06,2.83E-05,3.83E-06,4.31E-05,3.39E-05,1.48E-05,0.000894987,0.000804253,0.000633418,5.09E-05,4.24E-05,2.06E-05,9.18E-05,7.54E-05,3.54E-05,0.000131138,0.000117637,5.32E-05,6.13E-05,5.23E-05,3.00E-05,9.55E-05,6.95E-05,3.14E-05
01-May-10,0.000138016,0.000134099,4.77E-05,1.70E-05,9.98E-06,9.73E-06,1.88E-05,1.45E-05,2.18E-05,8.03E-06,2.84E-05,3.82E-06,4.32E-05,3.43E-05,1.49E-05,0.000887562,0.000809301,0.00063326,5.07E-05,4.21E-05,2.04E-05,8.96E-05,7.54E-05,3.50E-05,0.000132323,0.000118066,5.36E-05,6.10E-05,5.23E-05,2.99E-05,9.41E-05,6.87E-05,3.09E-05
01-Jun-10,0.000139947,0.000132287,4.77E-05,1.70E-05,1.00E-05,9.69E-06,1.87E-05,1.37E-05,2.20E-05,7.99E-06,2.81E-05,3.80E-06,4.30E-05,3.40E-05,1.48E-05,0.000880085,0.000802049,0.000627333,5.04E-05,4.18E-05,2.03E-05,8.97E-05,7.55E-05,3.50E-05,0.000131629,0.000118405,5.36E-05,6.11E-05,5.23E-05,2.99E-05,9.15E-05,6.81E-05,3.02E-05
01-Jul-10,0.000141617,0.000132147,4.81E-05,1.70E-05,9.91E-06,9.69E-06,1.87E-05,1.44E-05,2.28E-05,7.96E-06,2.84E-05,3.79E-06,4.28E-05,3.38E-05,1.47E-05,0.000873839,0.000803793,0.000625973,5.06E-05,4.19E-05,2.03E-05,8.95E-05,7.46E-05,3.47E-05,0.000133434,0.000119113,5.42E-05,6.11E-05,5.21E-05,2.98E-05,9.17E-05,6.75E-05,3.01E-05
01-Aug-10,0.000139787,0.000131776,4.76E-05,1.70E-05,9.94E-06,9.74E-06,1.88E-05,1.35E-05,2.13E-05,8.00E-06,2.84E-05,3.81E-06,4.33E-05,3.39E-05,1.48E-05,0.000868041,0.000800161,0.000622291,5.10E-05,4.29E-05,2.07E-05,8.95E-05,7.53E-05,3.49E-05,0.000135285,0.000117844,5.42E-05,6.11E-05,5.20E-05,2.98E-05,9.26E-05,6.79E-05,3.04E-05
01-Sep-10,0.000139476,0.000131023,4.74E-05,1.65E-05,9.72E-06,9.55E-06,1.89E-05,1.41E-05,2.26E-05,7.87E-06,2.87E-05,3.73E-06,4.20E-05,3.31E-05,1.43E-05,0.000860117,0.000802004,0.000620319,4.97E-05,4.19E-05,2.01E-05,8.83E-05,7.45E-05,3.44E-05,0.000133812,0.000117325,5.38E-05,6.07E-05,5.13E-05,2.95E-05,9.05E-05,6.77E-05,2.99E-05
01-Oct-10,0.000138767,0.000128929,4.67E-05,1.70E-05,9.85E-06,9.59E-06,1.85E-05,1.37E-05,2.27E-05,7.89E-06,2.82E-05,3.74E-06,4.22E-05,3.33E-05,1.45E-05,0.000864181,0.000802387,0.000621937,4.94E-05,4.20E-05,2.01E-05,8.85E-05,7.46E-05,3.45E-05,0.000134228,0.000117928,5.40E-05,6.09E-05,5.12E-05,2.95E-05,9.24E-05,6.78E-05,3.03E-05
01-Nov-10,0.000139373,0.000128234,4.67E-05,1.67E-05,9.76E-06,9.58E-06,1.88E-05,1.49E-05,2.23E-05,7.88E-06,2.85E-05,3.73E-06,4.21E-05,3.32E-05,1.44E-05,0.000872354,0.000808348,0.00062752,4.97E-05,4.21E-05,2.02E-05,8.81E-05,7.54E-05,3.47E-05,0.000137152,0.000116591,5.43E-05,6.08E-05,5.09E-05,2.94E-05,9.11E-05,6.77E-05,3.00E-05
01-Dec-10,0.000137087,0.000126109,4.57E-05,1.66E-05,9.65E-06,9.46E-06,1.86E-05,1.56E-05,2.39E-05,7.75E-06,2.83E-05,3.67E-06,4.12E-05,3.26E-05,1.41E-05,0.000878182,0.000806989,0.000628948,4.95E-05,4.13E-05,1.99E-05,8.73E-05,7.41E-05,3.41E-05,0.000135111,0.000112906,5.28E-05,6.01E-05,5.05E-05,2.91E-05,8.95E-05,6.64E-05,2.93E-05
01-Jan-11,0.000143765,0.0001288,4.77E-05,1.68E-05,9.81E-06,9.72E-06,1.91E-05,1.58E-05,2.35E-05,7.88E-06,2.84E-05,3.77E-06,4.27E-05,3.33E-05,1.45E-05,0.00087774,0.000808708,0.000629579,5.11E-05,4.26E-05,2.06E-05,9.15E-05,7.55E-05,3.54E-05,0.000136525,0.000114862,5.37E-05,6.09E-05,5.09E-05,2.94E-05,9.32E-05,6.72E-05,3.03E-05
01-Feb-11,0.000145217,0.000128191,4.79E-05,1.67E-05,9.64E-06,9.61E-06,1.88E-05,1.51E-05,2.30E-05,7.85E-06,2.89E-05,3.73E-06,4.16E-05,3.30E-05,1.43E-05,0.000873877,0.000807556,0.000627699,5.09E-05,4.25E-05,2.06E-05,8.96E-05,7.43E-05,3.46E-05,0.000139104,0.000114246,5.40E-05,6.02E-05,5.07E-05,2.92E-05,9.33E-05,6.74E-05,3.03E-05
